Country.Name,Country.Code,Indicator.Name,Indicator.Code,Year,Level
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1989,361877.895
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1989,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1989,53.52503922
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1989,1477.801
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1989,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1989,33.1809872
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1989,49379.822
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1989,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1989,2.713254817
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1989,60956.541
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1989,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1989,46.51826484
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1989,341108.007
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1989,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1989,78.55971115
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,2614.571
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1990,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,58.26670343
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,112147.861
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1990,12.7135335
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,46.61287906
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,106049.64
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1990,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,208886.988
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1990,65.40988785
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,28.90690991
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,435181.225
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1990,38.29907264
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,7.452347883
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,1734.491
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1990,51.43957183
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,19.39878572
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,218597.204
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1990,27.64994841
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,61.01233381
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,149565.929
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1990,65.43771425
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,24.88614848
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,619154.615
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1990,21.50518467
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,61.01628218
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,5823.196
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1990,8.300242471
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,47.03587869
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,318427.612
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1990,35.88569665
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,54.09141182
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,2548.565
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1990,37.51038724
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,33.44690045
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,31510.531
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1990,33.21615282
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,2.672186379
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,68565.566
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1990,3.278071814
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,45.66988377
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1990,313304.813
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1990,7.617736524
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1990,78.80701349
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,2438.555
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1991,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,58.25138621
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,117098.311
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1991,12.60635995
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,46.64759253
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,110959.753
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1991,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,219330.604
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1991,65.10561859
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,29.30568284
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,426780.128
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1991,38.2938938
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,7.450698355
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,1103.767
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1991,50.97417021
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,19.35647649
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,225634.177
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1991,28.28415873
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,60.81010732
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,179730.671
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1991,64.38139207
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,22.92155423
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,658189.83
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1991,21.55398799
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,61.07446884
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,4840.44
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1991,8.095195918
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,47.22388165
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,331958.842
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1991,35.78775255
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,54.60737159
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,2005.849
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1991,36.92870201
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,33.73774306
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,32075.249
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1991,33.21094974
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,2.765274839
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,68242.87
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1991,3.224755996
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,45.75290577
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1991,326410.671
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1991,7.617736524
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1991,79.14087166
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,1393.46
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1992,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,58.25138621
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,121352.031
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1992,12.4991864
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,46.682306
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,111968.178
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1992,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,220705.729
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1992,64.80135682
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,29.51721316
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,440978.752
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1992,38.28871497
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,7.457406436
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,3788.011
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1992,50.50876859
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,19.37763111
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,233921.597
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1992,28.91834949
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,60.62590101
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,202576.081
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1992,63.3250699
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,22.82605696
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,699087.881
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1992,21.60279001
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,60.97995755
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,5540.837
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1992,7.890150223
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,47.56650385
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,334698.091
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1992,35.68980844
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,54.61920317
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,2394.551
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1992,36.34701679
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,34.2363304
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,32009.243
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1992,33.20574935
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,2.746109568
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,72789.95
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1992,3.171440495
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,45.89559983
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1992,301687.757
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1992,7.617736524
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1992,79.52666331
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,1345.789
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1993,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,58.1043409
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,117927.053
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1993,12.39201428
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,46.71701947
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,107652.119
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1993,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,230738.641
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1993,64.49708757
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,29.84671231
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,445580.837
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1993,38.28353271
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,7.464004548
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,3898.021
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1993,50.04336697
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,19.37763111
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,219253.597
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1993,29.5525598
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,60.13334935
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,218600.871
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1993,62.26875204
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,23.19314186
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,723697.118
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1993,21.65159333
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,61.00585566
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,6347.577
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1993,7.685103669
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,47.15887128
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,339468.858
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1993,35.59186032
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,54.62074642
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,2302.876
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1993,35.76533156
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,34.81801562
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,35148.195
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1993,33.20054627
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,2.773488526
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,78008.091
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1993,3.118124677
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,46.37557078
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1993,321049.517
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1993,7.617736524
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1993,79.90833326
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,1294.451
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1994,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,57.91900254
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,122408.127
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1994,12.28484073
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,46.75282915
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,112334.878
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1994,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,242154.012
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1994,64.1928258
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,30.08061602
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,456849.528
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1994,38.27835388
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,7.470602661
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,3817.347
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1994,49.57796535
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,19.37763111
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,233404.55
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1994,30.18674861
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,60.43368573
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,221413.46
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1994,61.21242986
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,23.16830153
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,764730.848
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1994,21.70039535
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,60.97524881
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,6556.596
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1994,7.480057974
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,47.84762976
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,352780.068
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1994,35.49391622
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,54.62589058
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,2541.231
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1994,35.18364634
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,35.06730929
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,33905.082
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1994,33.19534588
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,2.820032756
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,84839.712
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1994,3.064809176
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,46.42745953
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1994,339168.164
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1994,7.617736524
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1994,80.1795415
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,1243.113
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1995,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,57.82709922
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,127963.632
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1995,12.17766718
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,46.78827343
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,112327.544
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1995,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,258347.484
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1995,63.88855654
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,30.9245837
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,467637.842
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1995,38.27317504
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,7.477200773
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,4228.051
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1995,49.11256373
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,19.37763111
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,241611.296
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1995,30.82095893
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,59.5046452
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,224941.114
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1995,60.15610769
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,23.72417295
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,811562.105
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1995,21.74919867
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,60.85887548
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,7554.02
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1995,7.275011421
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,47.82303124
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,332816.92
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1995,35.39597212
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,54.62846267
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,2779.586
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1995,34.60196111
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,37.834469
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,33439.373
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1995,33.1901428
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,3.085608657
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,84484.013
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1995,3.011493358
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,46.73360315
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1995,362259.263
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1995,7.617736524
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1995,80.38974849
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1996,1177.107
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1996,2.067824648
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1996,57.8255675
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1996,135000.605
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1996,12.07049363
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1996,46.8237177
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1996,118059.065
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1996,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1996,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1996,284782.887
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1996,63.58428729
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1996,30.99002888
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1996,479419.913
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1996,38.26799621
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1996,7.483908854
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1996,4462.739
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1996,48.64716211
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1996,19.37763111
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1996,233305.541
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1996,31.45514969
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1996,60.34558706
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1996,253290.691
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1996,59.09978551
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1996,23.71865288
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1996,882324.204
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1996,21.798002
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1996,60.73913877
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1996,9328.848
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1996,7.069965296
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1996,46.47538391
