Country.Name,Country.Code,Indicator.Name,Indicator.Code,Year,Level
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1981,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1981,47.35367372
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1981,257368.395
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1981,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1981,77.57050178
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,2101.191
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,58.28814754
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,103424.068
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,47.05282659
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,117553.019
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,172176.651
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,27.29506804
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,414811.04
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,7.288274825
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,6343.91
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,19.06031182
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,209906.414
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,62.4494454
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,105407.915
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,20.94867987
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,349637.449
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,60.80035248
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,4693.76
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,44.94500474
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,304837.71
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,50.57486046
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,2115.859
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,31.81818182
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,41052.065
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,2.579097919
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,37385.065
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,49.95459734
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1982,280749.187
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1982,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1982,77.51527092
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,2522.896
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,58.28814754
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,105213.564
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,47.00715097
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,101630.905
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,166632.147
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,27.37702407
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,408687.15
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,7.330942617
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,6589.599
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,19.16608491
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,204867.956
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,61.6522836
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,104956.874
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,20.92107951
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,378669.088
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,60.69642371
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,4660.757
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,44.94500474
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,278442.644
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,51.96635716
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,2002.182
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,31.82649161
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,37498.742
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,2.587311607
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,40303.997
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,47.23043794
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1983,292230.564
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1983,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1983,77.51527092
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,2830.924
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,58.28814754
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,106522.683
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,46.96074455
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,105422.583
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,168806.678
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,27.50899123
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,425595.687
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,7.373500442
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,6057.884
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,19.27185801
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,198953.085
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,61.32468365
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,112184.531
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,20.45297725
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,388118.947
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,61.0293994
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,4319.726
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,44.81322697
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,277624.903
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,51.97175853
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,1851.835
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,32.26691042
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,40458.011
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,2.611952669
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,42856.229
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,48.64570361
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1984,315948.72
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1984,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1984,77.51527092
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,3509.319
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,58.28814754
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,100596.811
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,46.91470353
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,104472.83
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,181248.809
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,27.64263341
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,422079.034
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,7.416168234
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,6475.922
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,19.37763111
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,201233.959
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,61.49287202
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,121245.688
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,21.90310063
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,426673.785
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,60.99172942
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,3769.676
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,46.30495133
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,288501.225
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,52.17984002
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,1991.181
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,32.03423633
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,40714.701
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,2.620166357
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,47175.955
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,48.15016604
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1985,324214.138
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1985,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1985,77.51527092
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,3142.619
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,58.28814754
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,104212.473
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,46.86866251
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,102874.018
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,198883.412
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,28.00323996
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,405053.153
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,7.45861609
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,1994.848
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,19.52571344
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,190467.647
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,61.28864328
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,121740.733
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,22.79348852
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,457571.927
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,60.94195124
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,4162.045
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,46.33833503
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,294559.109
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,52.18292652
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,2262.539
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,32.05085591
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,47076.946
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,2.653021108
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,49453.162
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,46.14336862
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1986,330855.075
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1986,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1986,77.81780412
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,3124.284
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,58.27436204
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,114942.115
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,46.7495405
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,103116.04
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,207530.198
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,28.21094167
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,431349.21
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,7.457186499
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,1844.501
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,19.4834042
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,190878.351
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,61.2706231
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,123372.548
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,24.00404069
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,488481.07
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,61.06000626
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,5174.137
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,46.44727132
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,307356.939
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,52.75341444
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,2438.555
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,32.31676915
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,40707.367
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,2.655759004
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,53534.533
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,47.57030926
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1987,329025.242
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1987,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1987,78.02388941
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,2867.594
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,58.26670343
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,121473.042
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,46.54527915
Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,100354.789
Belgium,BEL,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
Belgium,BEL,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,NA
Brazil,BRA,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,209363.698
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,28.4377864
Canada,CAN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,456053.789
Canada,CAN,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
Canada,CAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,7.455646939
Cameroon,CMR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,2200.2
Cameroon,CMR,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
Cameroon,CMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,19.4834042
Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,199033.759
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,61.22457152
Indonesia,IDN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,132162.347
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,24.3639495
India,IND,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,527563.956
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,60.90798099
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,4789.102
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,46.84611871
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,307067.246
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,53.01113712
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,2247.871
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,32.74056839
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,42482.195
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,2.672186379
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,58213.625
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,45.85279161
South Africa,ZAF,CO2 emissions (kt),EN.ATM.CO2E.KT,X1988,343055.184
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,X1988,NA
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,X1988,78.22997469
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,X1989,2775.919
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,X1989,NA
